Average npc score: 15.202536582946777
Agent
Period	Score	Loss
128	30.778	0.6615122197270393
129	31.145	0.6561860283613205
130	31.373	0.639351378262043
131	30.947	0.6585323451757431
132	31.21	0.6707053862512111
133	30.614	0.6608175466358661
134	31.303	0.6552327089309692
135	31.216	0.6579035825133324
136	31.374	0.650189512193203
137	30.989	0.6492364061176776
138	31.425	0.6575079782903195
139	31.008	0.6503588608503341
140	30.774	0.6518543010056019
141	30.994	0.6546594437658787
142	31.018	0.6563129720687866
143	30.671	0.6549050577878952
144	31.327	0.657235531270504
145	31.055	0.651108980357647
146	31.07	0.640794760286808
147	31.224	0.6383917872607708
148	31.283	0.6450704382061958
149	31.12	0.6364729756116867
150	31.356	0.6473018387258053
151	31.41	0.6486416668891907
152	31.228	0.6341842802762985
153	31.185	0.6395694944262504
154	31.324	0.636652987241745
155	30.975	0.641250030606985
156	31.175	0.6406850971281528
157	30.978	0.640369348436594
158	31.259	0.6476656431853771
159	31.475	0.6443067795038223
160	31.248	0.6423780618011952
161	31.455	0.6375285307466984
162	31.122	0.6297197080254555
163	31.039	0.643892466455698
164	31.43	0.6346486679315567
165	30.938	0.6359968841969967
166	31.302	0.6415803164541721
167	31.022	0.6420062206685543
168	31.238	0.6352306900322437
169	30.961	0.6360610463023185
170	31.111	0.6302172778844833
171	31.18	0.6272689175009728
172	31.271	0.6283365933895111
173	31.174	0.6348407850563527
174	31.322	0.6364843513965607
175	31.247	0.6380572347640991
176	31.036	0.6377010058164596
177	31.536	0.6266391516327858
178	30.957	0.6296363461315632
179	31.189	0.6409983991086483
180	31.52	0.6322959869801998
181	31.158	0.6256733717918396
182	31.33	0.6260095624923706
183	31.512	0.626863678753376
184	30.968	0.6229654726684093
185	31.044	0.6225068584680558
186	31.025	0.6274630491137505
187	31.36	0.6224716768860817
188	31.325	0.6242704161703586
189	30.969	0.629952338129282
190	31.191	0.634933937907219
191	31.663	0.6364885867238045
192	31.346	0.6250323055386543
193	31.152	0.6187442287802696
194	31.548	0.624402726650238
195	31.192	0.6249118983447551
196	31.088	0.6213851399421692
197	31.435	0.6194720358252526
198	31.172	0.6215316104590893
199	31.015	0.6144403475224972
200	31.397	0.6171759790182114
201	31.056	0.6328620151877403
202	31.272	0.6174829193949699
203	31.386	0.6182143529355526
204	31.044	0.6236397707164287
205	31.155	0.6127032370865345
206	31.391	0.6222424528002739
207	30.723	0.627400290876627
208	31.389	0.6266781372725964
209	31.116	0.6217606298327446
210	31.389	0.6211380307674408
211	31.281	0.615353560179472
212	30.887	0.6079287613332272
213	31.147	0.6124272803962231
214	31.079	0.6159235835075378
215	31.076	0.6207241294085979
216	31.176	0.6197726770639419
217	31.083	0.617311783105135
218	30.92	0.6238532271385193
219	31.097	0.6276484618782997
220	31.209	0.6203042992651463
221	31.093	0.6146925936639309
222	30.941	0.6174781955480576
223	31.366	0.6251018004715443
224	31.491	0.6166659586131573
225	31.508	0.6052707630097867
226	31.23	0.6092095106840134
227	31.264	0.6214246779978275
228	31.096	0.6176531072556972
229	31.143	0.6160440820157528
230	31.235	0.6251864372789859
231	31.108	0.608230320096016
232	31.623	0.614612990140915
233	30.961	0.61735353577137
234	31.105	0.6188457928597927
235	31.128	0.6143351196944714
236	31.578	0.6113052480816841
237	31.05	0.618460456520319
238	31.374	0.618918875426054
239	31.249	0.6175901192128659
240	31.212	0.6227518684864044
241	31.208	0.6173264311850071
242	31.181	0.6212409524917603
243	30.743	0.6222829840481281
244	31.666	0.6153872615993022
245	31.34	0.6219645581841469
246	31.223	0.6232268785834313
247	31.366	0.6207490357458592
248	31.132	0.619740523904562
249	31.356	0.6215009416043759
250	31.047	0.6138268375992775
251	31.258	0.6224738155901433
252	31.793	0.622341924071312
253	31.575	0.6202908224463463
254	31.042	0.6176096621155739
255	31.216	0.6037116744220257
256	31.185	0.611868421703577
257	31.04	0.6168482558727264
258	31.125	0.6164046495556831
259	31.337	0.613509239256382
260	31.424	0.6110500952899456
261	30.79	0.6045294509828091
262	31.426	0.60514942035079
263	30.953	0.5996964284181595
264	31.164	0.6096542094349862
265	31.044	0.6069417457580566
266	31.394	0.6224108028411866
267	31.255	0.6186692078113556
268	31.242	0.6078788030147553
269	31.619	0.6091116373240948
270	31.409	0.6153902444243431
271	31.003	0.6089279675483703
272	31.47	0.6084993888139725
273	31.451	0.614964752882719
274	31.128	0.6093078642785549
275	31.541	0.6099553030133248
276	31.436	0.6181132099926472
277	31.489	0.615963788896799
278	31.546	0.6174743238985538
279	31.001	0.6034488849639893
280	31.011	0.6033739573061466
281	31.177	0.6099183757901192
282	31.135	0.6060699247419834
283	31.109	0.6127814387381076
284	30.93	0.6088389043807984
285	31.072	0.6139978787004947
286	31.313	0.6073862834870816
287	31.484	0.6112686114609241
288	31.363	0.6165868709981441
289	31.605	0.6039033934473992
290	31.022	0.6027283012270928
291	31.216	0.6024232763051987
292	31.214	0.6066316115558148
293	31.464	0.6072549923360347
294	31.149	0.6093815426528454
295	31.267	0.6013305659294128
296	31.06	0.6120243533849716
297	31.596	0.614381960093975
298	31.428	0.6036008568704129
299	31.478	0.6007811790406704
